110	3.39	2289
110	3.41	2305
110	3.41	2319
110	3.43	2333
110	3.42	2348
110	3.42	2362
110	3.41	2377
110	3.40	2392
110	3.41	2406
110	3.41	2420
120	3.43	2436
120	3.47	2450
120	3.48	2464
120	3.47	2479
120	3.46	2493
120	3.47	2508
120	3.48	2523
120	3.48	2537
120	3.50	2551
120	3.48	2566
120	3.48	2581
120	3.47	2595
120	3.47	2610
120	3.47	2624
130	3.48	2639
130	3.54	2654
130	3.54	2668
130	3.54	2682
130	3.53	2697
130	3.52	2712
130	3.53	2726
130	3.54	2741
130	3.54	2755
130	3.54	2770
130	3.54	2785
130	3.53	2799
130	3.52	2813
130	3.53	2828
140	3.54	2843
140	3.58	2857
140	3.60	2872
140	3.58	2886
140	3.58	2902
140	3.57	2916
140	3.58	2930
140	3.58	2945
140	3.59	2959
140	3.60	2974
140	3.58	2989
140	3.58	3003
140	3.57	3017
140	3.58	3032
150	3.58	3047
150	3.62	3061
150	3.64	3076
150	3.63	3090
150	3.63	3105
150	3.62	3120
150	3.63	3134
150	3.63	3148
150	3.63	3163
150	3.64	3178
150	3.65	3192
150	3.63	3207
150	3.62	3221
150	3.62	3236
160	3.63	3251
160	3.67	3265
160	3.68	3279
160	3.69	3294
160	3.67	3309
160	3.67	3323
160	3.66	3338
160	3.67	3352
160	3.67	3367
160	3.68	3382
160	3.69	3396
160	3.67	3410
160	3.67	3425
160	3.66	3440
170	3.67	3454
170	3.71	3469
170	3.72	3483
170	3.72	3497
170	3.73	3513
170	3.71	3527
170	3.70	3542
170	3.72	3556
170	3.71	3571
170	3.71	3586
170	3.72	3600
170	3.73	3614
170	3.71	3629
170	3.71	3644
180	3.70	3658
180	3.74	3673
180	3.75	3687
180	3.75	3702
180	3.75	3717
180	3.76	3731
180	3.74	3745
180	3.74	3760
180	3.75	3775
180	3.75	3789
180	3.75	3804
180	3.75	3818
180	3.76	3833
180	3.74	3848
190	3.74	3862
190	3.77	3876
190	3.78	3891
190	3.78	3906
190	3.79	3920
190	3.79	3935
190	3.77	3949
190	3.77	3963
190	3.78	3979
190	3.78	3993
190	3.78	4007
190	3.78	4022
190	3.79	4037
190	3.79	4051
200	3.77	4066
200	3.81	4080
200	3.81	4094
200	3.81	4110
200	3.81	4124
200	3.82	4139
200	3.82	4153
200	3.80	4168
200	3.80	4183
200	3.81	4197
200	3.81	4211
200	3.81	4226
200	3.82	4241
200	3.82	4255
210	3.80	4270
210	3.82	4284
210	3.84	4299
210	3.84	4314
210	3.84	4328
210	3.84	4342
210	3.85	4357
210	3.85	4372
210	3.83	4386
210	3.84	4401
210	3.84	4415
210	3.84	4429
210	3.84	4445
210	3.85	4459
220	3.85	4473
220	3.85	4488
220	3.87	4503
220	3.87	4517
220	3.87	4532
220	3.87	4546
220	3.87	4560
220	3.88	4576
220	3.86	4590
220	3.87	4604
220	3.87	4619
220	3.87	4634
220	3.87	4648
220	3.87	4663
230	3.88	4677
230	3.90	4691
230	3.88	4707
230	3.89	4721
230	3.89	4736
230	3.89	4750
230	3.90	4765
230	3.90	4780
230	3.90	4794
230	3.87	4808
230	3.89	4823
230	3.89	4838
230	3.89	4852
230	3.90	4867
240	3.90	4881
240	3.92	4895
240	3.92	4911
240	3.92	4925
240	3.92	4939
240	3.92	4954
240	3.92	4969
240	3.92	4983
240	3.92	4998
240	3.92	5012
240	3.92	5026
240	3.92	5042
240	3.92	5056
240	3.92	5070
250	3.92	5085
250	3.94	5100
250	3.94	5114
250	3.94	5129
250	3.94	5143
250	3.94	5157
250	3.94	5173
250	3.94	5187
250	3.94	5201
250	3.94	5216
250	3.94	5231
250	3.94	5245
250	3.94	5260
250	3.94	5274
